Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2014,MD,Energy-Only Providers,"6,529,562","22,010,441","3,196,309","543,940",NA,32280252
2014,ME,Energy-Only Providers,"4,577,187","3,936,712","3,324,619",0,NA,11838518
2014,MI,Energy-Only Providers,572,"4,069,992","7,381,316",0,NA,11451880
2014,MT,Energy-Only Providers,7,"135,382","2,474,946",0,NA,2610335
2014,NH,Energy-Only Providers,"854,974","2,541,126","1,612,805",0,NA,5008905
2014,NJ,Energy-Only Providers,"4,567,560","26,445,029","5,979,674","302,790",NA,37295053
2014,NV,Energy-Only Providers,0,"1,007,708","1,125,203",0,NA,2132911
2014,NY,Energy-Only Providers,"9,983,874","50,279,781","14,742,028","2,490,230",NA,77495913
2014,OH,Energy-Only Providers,"23,521,164","36,083,843","37,534,624","37,828",NA,97177459
2014,OR,Energy-Only Providers,0,"684,434","1,157,449",0,NA,1841883
2014,PA,Energy-Only Providers,"20,750,599","33,090,375","45,525,217","826,752",NA,100192943
2014,RI,Energy-Only Providers,"182,578","1,745,685","612,448","27,928",NA,2568639
2014,VA,Energy-Only Providers,0,"35,743","7,722",0,NA,43465
2014,WA,Energy-Only Providers,0,0,"2,099,219",0,NA,2099219
2014,US,Energy-Only Providers,"105,749,460","268,351,624","183,369,597","5,970,147",NA,563440828
2013,AK,Total Electric Industry,"2,103,966","2,824,199","1,340,047",0,NA,6268212
2013,AL,Total Electric Industry,"31,378,659","22,603,229","33,870,219",0,NA,87852107
2013,AR,Total Electric Industry,"18,219,287","11,897,953","16,565,377",417,NA,46683034
2013,AZ,Total Electric Industry,"33,103,602","30,039,018","12,519,417",0,NA,75662037
2013,CA,Total Electric Industry,"89,241,934","116,857,853","54,396,999","835,673",NA,261332459
2013,CO,Total Electric Industry,"18,528,908","20,098,218","14,752,859","61,664",NA,53441649
2013,CT,Total Electric Industry,"13,135,451","13,009,103","3,490,140","189,822",NA,29824516
2013,DC,Total Electric Industry,"2,033,618","8,499,143","227,385","325,373",NA,11085519
2013,DE,Total Electric Industry,"4,570,013","4,157,793","2,620,050",0,NA,11347856
2013,FL,Total Electric Industry,"113,293,913","92,144,612","16,389,522","91,467",NA,221919514
2013,GA,Total Electric Industry,"53,544,411","45,353,153","31,443,424","156,482",NA,130497470
2013,HI,Total Electric Industry,"2,608,853","3,271,200","3,623,111",0,NA,9503164
2013,IA,Total Electric Industry,"14,625,866","12,444,635","19,634,715",0,NA,46705216
2013,ID,Total Electric Industry,"8,619,262","6,250,297","9,338,497",0,NA,24208056
2013,IL,Total Electric Industry,"46,372,234","50,472,706","44,386,770","573,178",NA,141804888
2013,IN,Total Electric Industry,"33,406,630","24,252,010","47,807,527","21,222",NA,105487389
2013,KS,Total Electric Industry,"13,593,003","15,245,028","11,009,366",0,NA,39847397
2013,KY,Total Electric Industry,"26,788,098","21,004,194","36,971,550",0,NA,84763842
2013,LA,Total Electric Industry,"30,709,206","24,253,945","30,833,438","11,343",NA,85807932
2013,MA,Total Electric Industry,"20,727,624","17,713,103","16,463,343","361,004",NA,55265074
2013,MD,Total Electric Industry,"27,448,367","29,966,199","3,943,942","540,970",NA,61899478
2013,ME,Total Electric Industry,"4,662,303","4,015,604","3,177,140",0,NA,11855047
2013,MI,Total Electric Industry,"34,013,168","37,697,520","31,321,534","6,083",NA,103038305
2013,MN,Total Electric Industry,"22,849,542","23,041,186","22,734,273","19,102",NA,68644103
2013,MO,Total Electric Industry,"35,318,204","30,515,252","17,551,296","22,205",NA,83406957
2013,MS,Total Electric Industry,"18,462,415","14,187,814","16,131,761",0,NA,48781990
2013,MT,Total Electric Industry,"4,926,471","4,889,642","4,229,061",0,NA,14045174
2013,NC,Total Electric Industry,"56,251,297","46,648,766","26,872,437","7,405",NA,129779905
2013,ND,Total Electric Industry,"5,038,846","5,685,146","5,308,975",0,NA,16032967
2013,NE,Total Electric Industry,"10,062,159","9,387,074","11,251,372",0,NA,30700605
2013,NH,Total Electric Industry,"4,553,871","4,516,866","1,972,539",0,NA,11043276
2013,NJ,Total Electric Industry,"28,544,638","38,231,099","7,565,722","300,940",NA,74642399
2013,NM,Total Electric Industry,"6,803,987","8,982,563","7,278,476",0,NA,23065026
2013,NV,Total Electric Industry,"12,142,431","9,301,939","13,758,569","8,276",NA,35211215
2013,NY,Total Electric Industry,"50,777,369","76,342,319","17,910,950","2,864,489",NA,147895127
2013,OH,Total Electric Industry,"52,158,094","46,717,859","51,387,011","44,054",NA,150307018
2013,OK,Total Electric Industry,"23,199,968","19,843,129","16,886,075",0,NA,59929172
2013,OR,Total Electric Industry,"19,328,558","16,080,354","12,209,593","22,473",NA,47640978
2013,PA,Total Electric Industry,"54,251,847","43,145,011","48,043,117","813,788",NA,146253763
2013,RI,Total Electric Industry,"3,164,692","3,667,095","922,911","26,424",NA,7781122
2013,SC,Total Electric Industry,"28,812,518","21,120,198","28,669,378",0,NA,78602094
2013,SD,Total Electric Industry,"4,824,150","4,661,845","2,723,804",0,NA,12209799
2013,TN,Total Electric Industry,"40,905,924","33,574,605","22,461,702","1,782",NA,96944013
2013,TX,Total Electric Industry,"140,272,607","136,516,037","101,967,843","60,767",NA,378817254
2013,UT,Total Electric Industry,"9,401,748","11,007,765","10,010,410","54,111",NA,30474034
2013,VA,Total Electric Industry,"45,416,253","47,750,595","17,150,375","194,604",NA,110511827
2013,VT,Total Electric Industry,"2,125,435","2,016,501","1,445,776",0,NA,5587712
2013,WA,Total Electric Industry,"35,983,486","29,658,670","27,234,626","5,941",NA,92882723
2013,WI,Total Electric Industry,"22,095,922","23,658,373","23,369,748",0,NA,69124043
2013,WV,Total Electric Industry,"11,581,825","7,793,517","12,020,526","3,982",NA,31399850
